pid,education_0,employment_0,income_0,occupation_0,children_number_0,marital_status_0,education_1,employment_1,income_1,occupation_1,children_number_1,marital_status_1,education_2,employment_2,income_2,occupation_2,children_number_2,marital_status_2,education_3,employment_3,income_3,occupation_3,children_number_3,marital_status_3,education_4,employment_4,income_4,occupation_4,children_number_4,marital_status_4,education_5,employment_5,income_5,occupation_5,children_number_5,marital_status_5,education_6,employment_6,income_6,occupation_6,children_number_6,marital_status_6,education_7,employment_7,income_7,occupation_7,children_number_7,marital_status_7,education_8,employment_8,income_8,occupation_8,children_number_8,marital_status_8,education_9,employment_9,income_9,occupation_9,children_number_9,marital_status_9,education_10,employment_10,income_10,occupation_10,children_number_10,marital_status_10,education_11,employment_11,income_11,occupation_11,children_number_11,marital_status_11,education_12,employment_12,income_12,occupation_12,children_number_12,marital_status_12,education_13,employment_13,income_13,occupation_13,children_number_13,marital_status_13,education_14,employment_14,income_14,occupation_14,children_number_14,marital_status_14,education_15,employment_15,income_15,occupation_15,children_number_15,marital_status_15,education_16,employment_16,income_16,occupation_16,children_number_16,marital_status_16,education_17,employment_17,income_17,occupation_17,children_number_17,marital_status_17,education_18,employment_18,income_18,occupation_18,children_number_18,marital_status_18,education_19,employment_19,income_19,occupation_19,children_number_19,marital_status_19,education_20,employment_20,income_20,occupation_20,children_number_20,marital_status_20,education_21,employment_21,income_21,occupation_21,children_number_21,marital_status_21,education_22,employment_22,income_22,occupation_22,children_number_22,marital_status_22,education_23,employment_23,income_23,occupation_23,children_number_23,marital_status_23,education_24,employment_24,income_24,occupation_24,children_number_24,marital_status_24,education_25,employment_25,income_25,occupation_25,children_number_25,marital_status_25,education_26,employment_26,income_26,occupation_26,children_number_26,marital_status_26,education_27,employment_27,income_27,occupation_27,children_number_27,marital_status_27,education_28,employment_28,income_28,occupation_28,children_number_28,marital_status_28,education_29,employment_29,income_29,occupation_29,children_number_29,marital_status_29,education_30,employment_30,income_30,occupation_30,children_number_30,marital_status_30,education_31,employment_31,income_31,occupation_31,children_number_31,marital_status_31,education_32,employment_32,income_32,occupation_32,children_number_32,marital_status_32,education_33,employment_33,income_33,occupation_33,children_number_33,marital_status_33,education_34,employment_34,income_34,occupation_34,children_number_34,marital_status_34,education_35,employment_35,income_35,occupation_35,children_number_35,marital_status_35,education_36,employment_36,income_36,occupation_36,children_number_36,marital_status_36,education_37,employment_37,income_37,occupation_37,children_number_37,marital_status_37,education_38,employment_38,income_38,occupation_38,children_number_38,marital_status_38,education_39,employment_39,income_39,occupation_39,children_number_39,marital_status_39,education_40,employment_40,income_40,occupation_40,children_number_40,marital_status_40,education_41,employment_41,income_41,occupation_41,children_number_41,marital_status_41,education_42,employment_42,income_42,occupation_42,children_number_42,marital_status_42,education_43,employment_43,income_43,occupation_43,children_number_43,marital_status_43,education_44,employment_44,income_44,occupation_44,children_number_44,marital_status_44,education_45,employment_45,income_45,occupation_45,children_number_45,marital_status_45,education_46,employment_46,income_46,occupation_46,children_number_46,marital_status_46,education_47,employment_47,income_47,occupation_47,children_number_47,marital_status_47,education_48,employment_48,income_48,occupation_48,children_number_48,marital_status_48,education_49,employment_49,income_49,occupation_49,children_number_49,marital_status_49,education_50,employment_50,income_50,occupation_50,children_number_50,marital_status_50,education_51,employment_51,income_51,occupation_51,children_number_51,marital_status_51,education_52,employment_52,income_52,occupation_52,children_number_52,marital_status_52,education_53,employment_53,income_53,occupation_53,children_number_53,marital_status_53,education_54,employment_54,income_54,occupation_54,children_number_54,marital_status_54,education_55,employment_55,income_55,occupation_55,children_number_55,marital_status_55,education_56,employment_56,income_56,occupation_56,children_number_56,marital_status_56,education_57,employment_57,income_57,occupation_57,children_number_57,marital_status_57,education_58,employment_58,income_58,occupation_58,children_number_58,marital_status_58,education_59,employment_59,income_59,occupation_59,children_number_59,marital_status_59,education_60,employment_60,income_60,occupation_60,children_number_60,marital_status_60,education_61,employment_61,income_61,occupation_61,children_number_61,marital_status_61,education_62,employment_62,income_62,occupation_62,children_number_62,marital_status_62,education_63,employment_63,income_63,occupation_63,children_number_63,marital_status_63,education_64,employment_64,income_64,occupation_64,children_number_64,marital_status_64,education_65,employment_65,income_65,occupation_65,children_number_65,marital_status_65,education_66,employment_66,income_66,occupation_66,children_number_66,marital_status_66,education_67,employment_67,income_67,occupation_67,children_number_67,marital_status_67,education_68,employment_68,income_68,occupation_68,children_number_68,marital_status_68,education_69,employment_69,income_69,occupation_69,children_number_69,marital_status_69,education_70,employment_70,income_70,occupation_70,children_number_70,marital_status_70,education_71,employment_71,income_71,occupation_71,children_number_71,marital_status_71,education_72,employment_72,income_72,occupation_72,children_number_72,marital_status_72,education_73,employment_73,income_73,occupation_73,children_number_73,marital_status_73,education_74,employment_74,income_74,occupation_74,children_number_74,marital_status_74,education_75,employment_75,income_75,occupation_75,children_number_75,marital_status_75,education_76,employment_76,income_76,occupation_76,children_number_76,marital_status_76,education_77,employment_77,income_77,occupation_77,children_number_77,marital_status_77,education_78,employment_78,income_78,occupation_78,children_number_78,marital_status_78,education_79,employment_79,income_79,occupation_79,children_number_79,marital_status_79,education_80,employment_80,income_80,occupation_80,children_number_80,marital_status_80,education_81,employment_81,income_81,occupation_81,children_number_81,marital_status_81,education_82,employment_82,income_82,occupation_82,children_number_82,marital_status_82,education_83,employment_83,income_83,occupation_83,children_number_83,marital_status_83,education_84,employment_84,income_84,occupation_84,children_number_84,marital_status_84,education_85,employment_85,income_85,occupation_85,children_number_85,marital_status_85,education_86,employment_86,income_86,occupation_86,children_number_86,marital_status_86,education_87,employment_87,income_87,occupation_87,children_number_87,marital_status_87,education_88,employment_88,income_88,occupation_88,children_number_88,marital_status_88,education_89,employment_89,income_89,occupation_89,children_number_89,marital_status_89,education_90,employment_90,income_90,occupation_90,children_number_90,marital_status_90,education_91,employment_91,income_91,occupation_91,children_number_91,marital_status_91,education_92,employment_92,income_92,occupation_92,children_number_92,marital_status_92,education_93,employment_93,income_93,occupation_93,children_number_93,marital_status_93,education_94,employment_94,income_94,occupation_94,children_number_94,marital_status_94,education_95,employment_95,income_95,occupation_95,children_number_95,marital_status_95,education_96,employment_96,income_96,occupation_96,children_number_96,marital_status_96,education_97,employment_97,income_97,occupation_97,children_number_97,marital_status_97,education_98,employment_98,income_98,occupation_98,children_number_98,marital_status_98,education_99,employment_99,income_99,occupation_99,children_number_99,marital_status_99,education_100,employment_100,income_100,occupation_100,children_number_100,marital_status_100,education_101,employment_101,income_101,occupation_101,children_number_101,marital_status_101,education_102,employment_102,income_102,occupation_102,children_number_102,marital_status_102,education_103,employment_103,income_103,occupation_103,children_number_103,marital_status_103,education_104,employment_104,income_104,occupation_104,children_number_104,marital_status_104,education_105,employment_105,income_105,occupation_105,children_number_105,marital_status_105,education_106,employment_106,income_106,occupation_106,children_number_106,marital_status_106,education_107,employment_107,income_107,occupation_107,children_number_107,marital_status_107,education_108,employment_108,income_108,occupation_108,children_number_108,marital_status_108,education_109,employment_109,income_109,occupation_109,children_number_109,marital_status_109,education_110,employment_110,income_110,occupation_110,children_number_110,marital_status_110,education_111,employment_111,income_111,occupation_111,children_number_111,marital_status_111,education_112,employment_112,income_112,occupation_112,children_number_112,marital_status_112,education_113,employment_113,income_113,occupation_113,children_number_113,marital_status_113,education_114,employment_114,income_114,occupation_114,children_number_114,marital_status_114,education_115,employment_115,income_115,occupation_115,children_number_115,marital_status_115,education_116,employment_116,income_116,occupation_116,children_number_116,marital_status_116,education_117,employment_117,income_117,occupation_117,children_number_117,marital_status_117,education_118,employment_118,income_118,occupation_118,children_number_118,marital_status_118,education_119,employment_119,income_119,occupation_119,children_number_119,marital_status_119,education_120,employment_120,income_120,occupation_120,children_number_120,marital_status_120,education_121,employment_121,income_121,occupation_121,children_number_121,marital_status_121,education_122,employment_122,income_122,occupation_122,children_number_122,marital_status_122,gender,birth_year,minzu,age_at_first_marriage,age_at_first_divorce,age_at_first_child,age_finished_education,mother_education,father_education,age_started_work,age_exited_work,self_rated_health,age_at_death,religion,child_number,sib_number,ever_married,ever_divorced,comprehension,expression,fixed_mindset,gender_role,growth_mindset,interpersonal_skills,math_cognitive,self_control,self_rated_depression,verbal_cognitive,highest_education,first_occupation,mean_income_30_40,occupation_30_40,profile_id
510508103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,primary school or below,employed,,Skilled agricultural and fishery workers,,married,,,,,,,primary school or below,employed,0.0,Skilled agricultural and fishery workers,,married,,,,,,,primary school or below,employed,,Skilled agricultural and fishery workers,,married,,,,,,,,,,,,,,,,,,,primary school or below,employed,,Skilled agricultural and fishery workers,,married,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,1988,minority,22,,,,,,never worked,still working,very healthy,still alive,Buddha or Bodhisattva,0.0,1,ever married,never divorced,5.5,5.0,3.0,-0.57544696,3.0,5.5,5.3333335,,-0.13879006,3.6666667,primary school or below,Skilled agricultural and fishery workers,,Skilled agricultural and fishery workers,862
440812101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,college and above,employed,50000.0,Plant and machine operators and assemblers,2.0,married,,,,,,,college and above,unemployed,26400.0,unemployed,2.0,married,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,1950,han,21,never divorced,25,40.0,primary school or below,middle school,,still working,very healthy,still alive,Ancestors,2.0,,ever married,never divorced,6.5,5.5,,,,6.5,18.0,,-0.034254342,28.0,college and above,Plant and machine operators and assemblers,,,863
621787103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,college and above,employed,29584.0,,0.0,married,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,1980,han,,never divorced,,30.0,primary school or below,primary school or below,20,still working,unhealthy,still alive,Ancestors,0.0,,ever married,never divorced,7.0,7.0,,,,6.0,,,0.32534042,,college and above,,29584.0,,864
310099101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high school,employed,35000.0,Service workers and shop and market sales workers,0.0,single,,,,,,,,,,,,,,,,,,,high school,,,Service workers and shop and market sales workers,,married,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,1988,han,never married,never divorced,never had child,9.0,primary school or below,primary school or below,,still working,fairly healthy,still alive,,0.0,0,ever married,never divorced,6.0,4.0,,,,6.0,18.0,,-0.20853154,27.0,high school,Service workers and shop and market sales workers,,,865
511015104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,middle school,employed,20000.0,Clerks,0.0,married,,,,,,,middle school,employed,164000.0,,0.0,married,,,,,,,middle school,employed,,Clerks,,married,,,,,,,middle school,employed,,"Legislators, senior officials and managers",,married,,,,,,,middle school,employed,24000.0,"Legislators, senior officials and managers",,married,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,1955,han,25,never divorced,27,17.0,primary school or below,,53,still working,fairly healthy,still alive,Ancestors,0.0,0,ever married,never divorced,5.5,5.25,,-1.3341575,,5.5,10.0,,0.58836061,14.0,middle school,Clerks,,,866
360201103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,high school,employed,70000.0,,0.0,single,,,,,,,,,,,,,,,,,,,high school,employed,50000.0,"Legislators, senior officials and managers",,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,1990,,never married,never divorced,,17.0,primary school or below,primary school or below,20,still working,very unhealthy,still alive,Buddha or Bodhisattva,0.0,,never married,never divorced,6.5,6.5,,,,6.0,,,-0.42022985,,high school,"Legislators, senior officials and managers",,,867
320142103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,college and above,,,,,single,,,,,,,,,,,,,,,,,,,college and above,employed,30000.0,Service workers and shop and market sales workers,,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,2000,,never married,,,15.0,,,18,still working,somewhat unhealthy,still alive,,0.0,0.0,never married,never divorced,6.0,6.0,,,,3.0,,-0.66995114,0.56362808,,college and above,Service workers and shop and market sales workers,,,868
310268101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,college and above,employed,50000.0,Clerks,1.0,married,,,,,,,college and above,employed,2000.0,Professionals,1.0,married,,,,,,,college and above,employed,36000.0,,,married,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,1970,han,26,never divorced,,38.0,primary school or below,primary school or below,38,still working,very healthy,still alive,Ancestors,1.0,0.0,ever married,never divorced,6.3333335,6.3333335,,-0.70050067,,6.0,18.0,,-0.521846,25.0,college and above,Clerks,50000.0,Clerks,869
620689101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,college and above,employed,20000.0,Clerks,0.0,single,,,,,,,college and above,employed,30000.0,Technicians and associate professionals,0.0,married,,,,,,,college and above,employed,37000.0,Clerks,,married,,,,,,,college and above,employed,,Technicians and associate professionals,,married,,,,,,,college and above,employed,48000.0,Technicians and associate professionals,,married,,,,,,,college and above,employed,45000.0,"Legislators, senior officials and managers",,married,,,,,,,college and above,employed,60000.0,Technicians and associate professionals,,married,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,1984,han,never married,never divorced,never had child,22.0,primary school or below,primary school or below,22,still working,very healthy,still alive,Ancestors,0.0,1,ever married,never divorced,6.5,6.25,2.5,-2.1360521,5.0,6.25,18.666666,,-0.41050693,28.666666,college and above,Clerks,47500.0,Technicians and associate professionals,870
411137531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,middle school,employed,0.0,Service workers and shop and market sales workers,,married,,,,,,,,,,,,,,,,,,,high school,employed,300000.0,Technicians and associate professionals,,married,,,,,,,high school,employed,208000.0,Technicians and associate professionals,,married,,,,,,,middle school,unemployed,30000.0,Technicians and associate professionals,,married,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,1986,han,23,,,18.0,,,26,still working,fairly healthy,still alive,No religious belief,,1,ever married,never divorced,6.0,6.0,5.0,0.4733398,4.5,6.0,17.0,,-0.35142615,30.0,middle school,Service workers and shop and market sales workers,179333.33,Technicians and associate professionals,871
